Type,Artist,Year,Album,Titel,text
Song,Money Boy,2010,Swagger Rap,New Swag  ,"Ich spitte auf dem Beat, ich zerficke diesen Beat Mr. Moneyboy, ich bin der beste Spitter hier in Wien Es ist Sommer in der Hood, Oberkörper nackt Die Hoodchicks finden meinen Oberkörper krass, yeah Gib mal den Jacky her Und ich trinke Gluck, Gluck, Gluck, Gluck Die ganze Flasche Jacky leer Ich bin ein sexy Herr, ich bin ein Traummann Komme ich in den Club, schauen mich die Frauen an Ich bin ein Playboy, so wie dieses Sexheft Und das T-Shirt, das ich trage, es ist echt fresh Ich trage Ed Hardy und mache Fettparty Morgen Abend kaufe ich mir einen Ferrari Ich bin in Wien der Champ, Rosala-Martina-Hemd Ich bin cool, so wie Eminem und 50 Cent Ich bin cool, so wie Jada Kiss und Stiles P Eine weiße Jeans und dazu ein White T Meine Kette neu und mein Sweater neu Und mein Swagger neu, Money, Money, Boy, Boy Meine Jacke neu, meine Kappe neu Meine Waffe neu, guck wie ich mich voll freu Ich bin cool, ich bin schön, ich bin gut drauf Ich bin reich, ich bin groß, ich seh gut aus Und ich pumpe Eisenschlucke Kreatin Deine Mutter ist und bleibt die größte Nutte hier in Wien Ich bin im Club, in der Disco, auf der Tanzfläche Und die Bitches wollen mir jetzt meinen Schmanz lecken Ich mache Krafttraining, 500 Liegestütz Ich und deine Mutter, ja ich nenn das Liebesglück Mr. Moneyboy, 21, Doom Music Ich bin Killer, ähnlich so wie dieser Lil' Boozy, yeah Ich bin im Ghetto der Chef, ich habe gestern im Bett Deine Schwester geleckt, yeah Deine Crew besteht aus Pennerl und Clowns Ich und RAP gehören zusammen, so wie Männer und Frauen Ich bin der King in der Town, ich bin der Boss auf der Street Du bist Beef und ich ficke deine Tochter im Jeep Meine Kette neu und mein Sweater neu Und mein Swagger neu, Money, Money, Boy, Boy Meine Jacke neu, meine Kappe neu Meine Waffe neu, guck wie ich mich freu, Boy Ich bin jetzt in diesem Game, ich mach Rap und wilden Fame Ich bin cool, ähnlich so wie dieser Walker, Flocker, Flame Ich bin Profi-Model jetzt, hab mit Profi-Models Sex Ja, ich ficke diese Bitches auf dem Wohnzimmerparkett, yeah Ich bin am Ballern wie die Spieler der Lakers Bringe Mixtapes auf den Markt und verdiene mein Paper, yeah Ich überschwende den Markt, fick mit Jenny im Park Du mit Benni und Marc, Bitch Ich mach die Kohle jetzt am laufenden Band Hemden von Lacoste, ich hab davon nen Haufen im Schrank Ich chill am Swimmingpool und trinke eine Pina Colada Meine Lieblingsmarken heißen Lamartina und Prada Lamartina und Prada, ich bin ein Wiener mit Style Und ich ficke deine Mutter heut um sieben nach drei Du dummer Trottel kannst gehen, ich bin on top of the game Auf der Gucci-Gürtelschnalle ist ein doppeltes Game Meine Kette neu und mein Sweater neu und mein Striker neu Money, money, boy, boy Meine Jacke neu, meine Klappe neu, meine Waffe neu Guck, wie ich mich freu, freu Ich bin ein Wiener mit Style Ich mach die Kohle jetzt am laufenden Band Hemden von Lacoste, ich bin ein Wiener mit Style Und ich ficke deine Mutter heut um sieben nach drei Du dummer Trottel kannst gehen, ich bin ein Wiener mit Style Und ich freu mich so, freu mich so Meine Jacke neu, meine Klappe neu, meine Waffe neu Money, money, boy, boy Meine Jacke neu, meine Klappe neu, meine Waffe neu"
Song,Money Boy,2010,Swagger Rap,Party time  ,"Guck mich an Boy, Gucci-Gürtel, weiße Jeans Mr. Money Boy, keiner ist so nice in Wien Ich bin bei Facebook drin, check mal meinen Status aus Und du willst lesen, dass ich mir einen Ferrari kauf Ich mache Party, Party, ja ich bin ein Party-Tiger Ich habe Durst, also gib mir den Bacardi wieder Und die Bitches sagen, wow, diese Party ist dope Ich bin im VIP, trinke dort Bacardi-Limon Ich lass die Korken knallen, Alkohol ist geil Sag mal ah, und ich schütte dir den Alkohol hinein Und ja, ich balle mir ne Line, ich bin high, ich bin gut drauf Was wir trinken, Boy, geht auf keine Kuhhaut Es ist Party Time, es ist Party Time, es ist Party Time Check mir nen Bacardi ein, check mir nen Bacardi ein Steig in nen Ferrari ein Es ist Party, Party, Party, es ist Party Time Es ist Party Time, es ist Party Time, es ist Party, Party, Party Es ist Party Time, es ist Party Time, es ist Party Time Es ist Party, Party, Party, es ist Party Time Wir machen Party jetzt, Party Time, exzellent Ich trage diese Jeans und dazu ein sexy Hemd Ich bin ein sexy Man, schöner Boy, cooler Guy Und du, Motherfucker, bist und bleibst ein schwules Ei Ich bin so cool, Boy, ich lass mir ein Tattoo stechen Du bist so schwul, Boy, worüber willst du rappen? Ich bin ein übertrieben supercooler Playboy Du bist ein übertrieben superschwuler Gayboy Es ist okay, Boy, ich trage ein rosa Poloshirt Und da drüben in den Käfig tanzen Go-Go-Girls Wir trinken Grey Goose, wir trinken Budweiser Es ist Freitagnacht, guck mal, wie ich krass feier Es ist Party Time, es ist Party Time, es ist Party Time Check mir nen Bacardi ein, check mir nen Bacardi ein Steig in nen Ferrari ein Es ist Party, Party, Party, es ist Party Time Jetzt geht die Fete los, ich bin grad am Mädchenklo Du punkst hausverbot, ich feier nur mit Heteros Ich bin zwei Meter groß, muskelbepackt Komm zu dir nach Haus und ficke deine Mutter Ich hänge ab in der Shisha-Bar Und bezahle dann die Rechnung mit der Visa-Card Ich bin ein Riesenstar, so wie dieser Lil Wayne Deine Mutter wird von mir gefickt, und zwar um Viertel Zehn Ich bin reich wie der Sultan von Bachrein Du bist Beef und ich stoß dich in den Bach rein Es ist Party Time, es ist Party Time, es ist Party Time Check mir nen Bacardi ein, check mir nen Bacardi ein Steig in nen Ferrari ein Es ist Party, Party, Party, es ist Party Time Check mir nen Bacardi ein, check mir nen Bacardi ein Steig in nen Ferrari ein Es ist Party, Party, Party, es ist Party Time Check mir nen Bacardi ein Es ist Party, Party, Party, es ist Party Time"
Song,Money Boy,2010,Swagger Rap,"Schmuck, Geld, Privatjets  ","Yeah, Money Boy, wooo, ey, mach mal die Mucke ein bisschen lauter in meinen Headphones, ich komm gleich rein, ich komm gleich rein in den Beat, yeah, let's go, cheer, brrrr. Du bist nicht cool, cool, Junge, du bist schwul, schwul, machst du einen falschen Move, vertränk ich dich im Pool, Pool, ich bin so new school, new kid on the block, komm mal deine Mama her, du Bitch ohne Job, ich bin so hart, hart, ficke dich im Park, Park, alle Nutten wollen mit dir ficken, ja klar, du dummer Drecksape, wen willst du hier funken, Punk? Was für Bitches, ich werd geil bei meinem Konto starten, yes, Sir, ich bin verliebt in Kohle, denn ich mache dieses Cash so wie Dieter Bohlen, ich geh mit Dieter Bohlen, mach mit Heidi rum, du willst wissen, welche Heidi, ich mein' Heidi Klum, yes, ich schalt den Swagger ein, so wie dieser Soldier Boy, auf dem T-Shirt, das ich trage, ist ein rosa Coin, ich mache Kohle, Boy, Cash, Chips, Paper, Paper, ob du Motherfucker bist und bleibst ein Hater, Hater, wooo, ey, Mr. Money Boy, Ching, Ching, ich trage Schmuck um meinen Hals, Homie, bling, bling, Mr. Money Boy, Schmuck, Geld, Privatjets, 100 Kilo Langhantel, keiner ist so hart, yes, du bist ein Mistvogel, ich fick deine Bitch, Homie, deine Mutter auch, sie wird hart gefickt, Homie, guck auf das Big Pony, da auf meinem Polo-Scharf, bei mir zu Hause sind die Schränke voll mit Polosport, ich bin ein schöner Mann, so wie Markus Schenkenberg, deine Mutter will, dass ich ihr etwas schenk, im Wert von 1000 Euro, das ist kein Problem, Mr. Money Boy, ich bin und bleib die Eins im Game, ich bin die Eins im Game, so wie Rafael Nadal, du bist Beef und ich komme mit der Waffe in der Hand, du dummer Affe, bist kein Mann, denn du fickst mit Männern, ich hab Sex mit Baham, ich fick mit Sennern, guck, du bist ein Penner, denn dein Handy ist im Arsch, ich bin Backstage beim Mono, steck im Handy in den Arsch, Mr. Money ist ein Star, ich bin braun gebrannt, und du Punk auf der Sonnenbank, kaum bekannt, Bitch, wow, ey, Mr. Money Boy, Ching, Ching, ich trage Schmuck um meinen Hals, Homie, bling, bling, Mr. Money Boy, Schmuck, Geld, Privatjets, 100 Kilo Langhantel, keiner ist so hart, yes, ich bin so reich, reich, eh nicht wie ein Scheich, Scheich, alle Rapper wissen, Mr. Money Boy is nice, nice, du bist nicht krass, krass, nein, du bist ein Spaß, Spaß, alle Nutten wollen mit mir ficken, ach was, du bist ein halbes Hemd, ja, du bist ein Schnuckwasser, ich habe Durst, also trinke ich einen Schnuck Wasser, und du schnuckst Wasser, weil ich dich im Fass ertränke, ich stehe auf Sommer-Sonnestrand, ich bin ein Wasser-Fan, und ja, ich mache Money, du Bitch, Mr. Money ist rich, Mr. Money hat Chips, ich habe das Geld, und ich habe die Frau, ich liebe diese Welt, denn ich liebe meinen Traum, 100.000 Euro hier, 100.000 Euro da, nein, ich kaufe keine Drinks, Boy, ich kaufe die ganze Bar. Untertitel von Stephanie Geiges Untertitel von Stephanie Geiges Untertitel von Stephanie Geiges"
Song,Money Boy,2010,Swagger Rap,Friday Night  ,"Es ist Freitagnacht, es ist Partytime Du bist schön, ich lad dich auf nem Bacardi ein Du bist wunderschön, Baby du bist sexy Und ich schütte dir den Jacky in die Pepsi Ich trage ein brandneues T-Shirt von Jack and Jones Du bist heiß und bist jetzt mit einem Sekt belohnt Ich hab Respekt vor dir, ich bin ein Fan von dir Ich mach Rapmusik, bist du auch ein Fan von mir? Alles klar, komm und schüttel deinen Arsch jetzt Und ich schütte dir den Whisky in dein Glas, yes Du hast Hunger, gut, wir cruisen kurz zu Burger King Ja, du weißt ganz genau, dass ich der Burner bin Ich kauf dir einen Whopper Whopper mit Käse Dem verspeist du dann recht flott den Mercedes Wir fahren zurück zum Club, denn wir wollen abtanzen Ich bin so crazy, ich würd sogar nackt tanzen, yeah Diese Nacht ist perfekt, komm mit mir nach Hause, Baby Und ich mach's dir im Bett, oh"
Song,Money Boy,2010,Swagger Rap,Ich bin ein Player  ,"[Part 1]
Ich mache Rap-Musik, nehme ein paar Tapes auf
Alle 14 Tage bringe ich ein Tape raus
I'm on my grind, ich bin Hustler von Beruf
Willst du Stress, dann komm ich mit meiner Bande zu Besuch
Du Scheiß-Affe bist nicht klug, du hast nichts in deinem Kopf
Ich verpass dir eine Kugel, geh schön snitchen bei den Cops
Ich bin dieser eine Boss, du bist leider nur ein Depp
Mister Money Boy, der King, ich bin geil und mache Rap
Das ist Hip zu dem Hop, fick dich, du Schmock
Deine Mutter macht jetzt einen Striptease am Block
Ich bin so schön, mein Outfit ist nice
Ich bin dieser coole Dude, der deine Frau fickt und bleibt
Yeah, ich komm vorbei im Mercedes Benz
Deine Mutter lutscht den Schwanz und mein Penis glänzt
Yeah, ich mache Money und bin unwiderstehlich
Und du sitzt zuhaus mit deinen Jungs und spielst Tetris

[Hook]
Guck mich an, Boy, ich bin ein Player
Dieses Rap-Game ist für mich ein Layup
Nenn' mich King James oder D. Wade
Ich bin am Ballen wie die Spieler in der NBA
Guck mich an, Boy, ich bin ein Player
Dieses Rap-Game ist für mich ein Layup
Nenn' mich King James oder D. Wade
Ich bin am Ballen wie die Spieler in der NBA
[Part 2]
Ich mach mein Ding, ich bin sexy und cool
Es ist Summertime und ich trink eine Pepsi am Pool
Ich bin der coolste in der Hood, der krasseste am Block
Du willst Beef und ich hau dir mit 'nem Ast auf deinen Kopf
Yeah, du bist ein dummer Mann, ich bin ein junger G
Du bist ein Scheiß-Student, der die Uni liebt
Ich geb ein Fick drauf, denn ich seh schick aus
Gib mir einen geilen Beat und ich spitt drauf
Ja, ich mache Tracks, ja, ich mache Rap
Es ist Partytime und ich trinke eine Flasche Sekt
Ich bin am Feiern, mache Party wie die Atzen
Sag mal ""Ah"" und ich schütt dir den Baccardi in den Rachen
Ich bin gut gebaut, ich bin ein Muskelmann
Ich will ficken, also ruf ich deine Mutter an
Und ich zeig ihr meinen Dick im Geschäft
Mister Money Boy, ich bin ab jetzt dick im Geschäft

[Hook]
Guck mich an, Boy, ich bin ein Player
Dieses Rap-Game ist für mich ein Layup
Nenn' mich King James oder D. Wade
Ich bin am Ballen wie die Spieler in der NBA
Guck mich an, Boy, ich bin ein Player
Dieses Rap-Game ist für mich ein Layup
Nenn' mich King James oder D. Wade
Ich bin am Ballen wie die Spieler in der NBA"
Song,Money Boy,2010,Swagger Rap,Austrian Girls  ,"Wow, ey bist du ready? Komm zu mir, denn du bist so sexy. Wow, wow, Österreich, ich liebe deine Ladys, denn sie sind so heiß. Du bist so geil, du bist so heiß und ich bin dein Mr. Vibe, yeah. Die Ladies sind geil und ich komm in Mercedes vorbei. Reife Chicks, Lesbischen Teens und ich bin und bleib der Beste in Wien. Die geilste Town mit den geilsten Frauen und ich bin die Nummer 1, du Clown. Homeboys hangin' up, es ist Summertime in der Stadt und du trägst einen blauen Bikini. Du bist meine bezaubernde Jeannie, yeah. Dein Astronom, du siehst aus wie ein Star im TV. Ich steh' auf dich, du bist meine Queen, denn du bist die geilste Bitch hier in Wien."
Song,Money Boy,2010,Swagger Rap,Money Boy Swag  ,"Money, Money, Money, Money, Money, Money, Money, Money, Money, Money, Money, Money, Das hier ist mein Swag, Bitches lieben mich, yeah Guck mal her und pass auf, das hier ist mein Money Boy Swag, Money Boy Swag, Money Boy Swag, Money Boy Swag, Girls stehen auf mich, das ist Money Boy Swag, Und die Boys wollen so sein wie ich, Money Boy Swag, Ich bin ein Pretty Boy, ich bin ein schöner Bub, Mr. Money Boy, ich bin schön und cool, Ich spitte relaxed auf dem Beat, du willst jetzt diesen Beat, Ich hab Sex on the Beach, ich hab Sex on the Beach, Sex auf dem Strand, eine junge blonde Dame lutscht mir jetzt meinen Schwanz, Ich bin sexy und schön, der Beste in Wien, Ich trag Gucci Kappen, Lederjacken, Westen und Jeans, Das hier ist mein Swag, Bitches lieben mich, yeah Guck mal her und pass auf, das hier ist mein Money Boy Swag, Money Boy Swag, Money Boy Swag, Money Boy Swag, Girls stehen auf mich, das ist Money Boy Swag, Und die Boys wollen so sein wie ich, Money Boy Swag, Das ist Money Boy Swag, Money Boy Swag, Money Boy Swag, Money Boy Swag, Girls stehen auf mich, das ist Money Boy Swag, Und die Boys wollen so sein wie ich, Money Boy Swag, Geh mir aus dem Weg, ich hab Money Boy Swag, Und ich spitte auf dem Beat, das ist Money Boy Rap, Meine Kette ist am grenzen, ich verbeamer Benz und Bentley, Und die Taschen meiner PRPS-Jeans sind never empty, Komm mit in meine Crib, deine Titten sind so dick, Zeig mir bitte einen Strip, und ich fick dich dann, du Bitch, Damn, ich find dich heiß, dein Hintern ist so nice, Du wirst wissen, wie ich heiß, Mr. Money B.O.Y., Das hier ist mein Swag, Bitches lieben mich, yeah, Guck mal her und passt auf, das hier ist mein Money Boy Swag, Money Boy Swag, Money Boy Swag, Money Boy Swag, Girls stehen auf mich, das ist Money Boy Swag, und die Boys wollen so sein wie ich, Money Boy Swag, Das ist Money Boy Swag, Money Boy Swag, Money Boy Swag, Money Boy Swag, Girls stehen auf mich, das ist Money Boy Swag, und die Boys wollen so sein wie ich, Money Boy Swag, Das ist Money Boy Swag, Money Boy Swag, Money Boy Swag, Money Boy Swag,"
Song,Money Boy,2010,Swagger Rap,"Ching, Chang, Chung  ","[Intro]
(Zaytoven)
Yeah, ah
Money Boy, Money Boy, Boy
Money, Money Boy, Boy, yeah
Ah, check' das aus, yeah, yeah (DJ [?] Music)

[Hook]
Ching, chang, chung, ich bin nicht dumm
Die Kette macht bling, die Kasse macht ching
Die Kasse macht ching und die Kette macht bling
Ching, chang, chung und die Knarre macht boom
Ching, chang, chung, ich bin nicht dumm
Die Kette macht bling, die Kasse macht ching
Die Kasse macht ching und die Kette macht bling
Ching, chang, chung und die Karre macht vroom

[Part]
Ich komm in den Raum, jetzt bin ich im Raum drin
Meine Uhr kostet circa zehntausend
Ja, das klingt viel und das ist es auch
Zumindest für dich, denn du bist ein Lauch
Ich bin ein Moneymaker, ja, ich mache Paper
Und ich trinke feinen Rum aus Jamaica
Auf der Jacke ist ein Pferd, auf der Kappe ist ein Pferd
Du fährst 3er BMW, ich hab ein krasseres Gefährt
Ich bin fast so wie ein Bär, ich bin groß und stark
Und so ähnlich wie ein Wald, denn ich hab Moos am Start, Bitch
Und du fickst mit allen Schwulen
Mister Money Boy, der Coole von der Schule
Denn ich mache jetzt mein Business auf dem Pausenhof, und
Klau dir einfach so dein Pausenbrot
In der Freestyle-Cypher ist niemand geiler
Ich hab Sex mit Christine Reiler
Und ich geb ihr meinen Schwanz von hinten in den Arsch
Mister Money Boy, ich bin hier der King in diesem Staat
[Hook]
Ching, chang, chung, ich bin nicht dumm
Die Kette macht bling, die Kasse macht ching
Die Kasse macht ching und die Kette macht bling
Ching, chang, chung und die Knarre macht boom
Ching, chang, chung, ich bin nicht dumm
Die Kette macht bling, die Kasse macht ching
Die Kasse macht ching und die Kette macht bling
Ching, chang, chung und die Karre macht vroom"
Song,Money Boy,2010,Swagger Rap,Trink Das  ,"[Hook: Money Boy]

Trink das aus
Trink das aus
Trink das aus aus
Trink das aus
Trink das aus
Trink das aus aus
Trink das aus
Trink das aus
Trink das aus aus
Trink das aus
Trink das aus
Trink das aus aus

Wodka, trink das
Tequila, trink das
Henny, trink das
Jacky, trink das

Trink das aus
Trink das aus
Trink das aus aus
Trink das aus
Trink das aus
Trink das aus aus
[Verse: Money Boy]

Trink das aus
Trink das aus
Trink das aus aus
Mr. Money Boy ich bin jetzt im Haus Haus
Du bist `ne Hausfrau komm doch her und saug saug
Mein Dick ist steif komm doch her und setz dich drauf drauf
Ich trinke Alkohol gib mir einen Drink her
Du bist noch nicht betrunken, na dann trink mehr
Wir haben Drinks da Hennessy, Grey Goose
Du fragst mich wie es mir jetzt geht, eh gut
Ich trinke viel Boy und ich trinke oft
Ich und meine Gang, wir sind die Kings am Block
Jetzt geht die Party ab, Wodka in dein Glas
Und danach stecke ich dir meinen Cock in deinen Arsch
Denn du bist sexy komm und trink den Jacky ex aus
Du siehst so aus wie meine zukünftige Exfrau
Yeah ich mach die Weiber klar, Alkohol und Sex
Noch ein Mischgetränk und ich fick dich schon bald in meinem Bett

[Hook: Money Boy]

Trink das aus
Trink das aus
Trink das aus aus
Trink das aus
Trink das aus
Trink das aus aus
Trink das aus
Trink das aus
Trink das aus aus
Trink das aus
Trink das aus
Trink das aus aus
Wodka, trink das
Tequila, trink das
Henny, trink das
Jacky, trink das

Trink das aus
Trink das aus
Trink das aus aus
Trink das aus
Trink das aus
Trink das aus aus
Trink das aus
Trink das aus
Trink das aus aus
Trink das aus
Trink das aus
Trink das aus aus"
Song,Money Boy,2010,Swagger Rap,Crying out for me  ,"Ich traf ne Lady in nem Club und ruf sie an am nächsten Tag Ich sage Baby was geht ab, sie sagt nicht viel, ich häng nur ab Ich sage krass ok das passt, hey girl wassup ich hol dich ab Und fahr mit dir dann in die Stadt und sie so ach Ich frage was und sie so fuck, ich frage wen Sie sagt du weißt von wem ich red, ich so kann sein Doch der ist gay, ich will nur dich, also sprich Sag was geht, sag was nicht, sag was ist, also komm ich jetzt vorbei oder nicht Denn du bist das was ich will und ich mach was du willst Denn du hast krass die Skills, heute Nacht wird gechillt Es mag schon sein dass sie in letzter Zeit mit Männern nicht viel Glück hatte Was wohl daran liegen muss dass sie noch niemals mich hatte Und ja im Radio läuft RnB, Futuristic Love, während sie in meinen Armen liegt"
Song,Money Boy,2010,Swagger Rap,Outro (Swagger Rap)  ,"Yo, ich bin gerade vom Basketballspielen zurückgekommen. Es ist 12.53 Uhr zum Mittag und wir sind am Ende von meinem Mixtape angelangt. Yeah. Ich trinke ein eisgekühltes Gatorade Traube und um 2 Uhr treffe ich meine wunderschöne Freundin in der Stadt. Aber jetzt habe ich noch einen für euch, noch einen 16er. Yeah, Moneyboy. Ich bin ein Typ, der auf Geld steht, Moneymark. Bald bin ich berühmt, Frauenarzt, Moneymark. Ich rapp den ganzen Tag und die ganze Nacht. Ich habe zeckeweise Kohle in die Bank gebracht. Jetzt ist mein Konto fett, so wie meine Geldtasche. Manchmal frage ich mich, was ich mit dem Geld mache. Ich muss es ausgeben, es gibt keine Ausreden. Ob ich mir den ersten Martin kaufe, auf jeden. Außerdem einen brandneuen Maybach, denn für mich ist jeder Tag ähnlich so wie Weihnachten. Ich schreibe die Reime hin, einfach so, Freestyle. So cool wie ich wirst du Penner leider nie sein. Drum lass es gleich sein, du dummer Volltrottel. Du bist ein Volkkoffer, ich hab den Erfolg opfer. Ich gehe goldlocker, bald schon bin ich Top 10 und ich glaube fest daran, wie ein Moslem. Yeah. Das war's. Das war Swagger Rap. Ich heiße Money Boy und mein Label heißt 21 Entertainment. Ich hoffe, ihr hattet Spaß. Das zweite Tape ist schon auf dem Weg. Swagger Rap 2. Haltet danach Ausschau. Das war's von mir. Das war's von hier. Money, Money, Money. 21. Ich bin draußen. Ciao for now. Swag. Swag. Swag."
Song,Janluka & Yung Emkay,2024,TrapGPT,www.holdenbag.de  ,"Hat deine Freundin dich verlassen, weil du kein Geld für Klopapier hast?
Dann hol dir TrapGPT
Das einzige KI-Tool mit dem du Power, Macht und Motion erlangen kannst
Für mehr Infos besuche „www.holdenbag.de“"
Song,Janluka & Yung Emkay,2024,TrapGPT,"anita max wynn by Janluka, Yung Emkay & XAVER  ","[Songtext zu „anita max wynn“]

[Hook: Janluka]
P.Y.T in 'nem Off-White-Tee, scharf wie ne Guillotine und sie gibt mir Kopf
Y-3-Jeans zu mein'n CDG, ""I love NYC""-Tee, was ich rock' (Go)
Mein Bro hasst CCTV, zehn G in den Jeans und er rennt vor den Cops
Ich bin blind, ich hab' gar nichts gesehen vor den Cops
Will zehn Ziffern auf mei'm Konto wie Elon Musk (Yeah)

[Part 1: Janluka]
Wenn ich sie hab' dann kauf' ich mir Land und Bust Down Butzemann-Kette, die tanzt (Yeh)
Ich bin ein Simp für das Money, wir gehen Hand in Hand, so als wären wir Seelenverwandt
Fühl' mich wie Steve Jobs in mеinen hellgrauen Nеw Balance 992 zweiter Hand (Yeh)
Kann mich erinnern, ich hat rote Ziffern im Konto, bald kauf' ich mir die ganze Bank, Bitch
Du machst auf hart einfach weil du ein Schwanz bist, huh (Beh), laberst von Trap, bist aus Lankwitz
Ihr seid nur Cap so wie Anita Max Wynn, mein Flow krank so als hätt ich 'ne Praxis
Jan auf die Eins, ich glaub', das ist mein Platz, excuse me, gib mir ein Jahr und dann war's das
Sie ist Bad, aber nicht Boujee, kauf' ihr McDonalds, dann ess' ich die Coochie
Kauf' ihr 'ne Louis-Bag von dem Basar und dann isst sie mich auf so als wär ich ein Scooby-Snack (Eh)
Du würdest denken, ich kriege in einer 2000er-Venue Applaus für ihr Booty clapped
Gestern noch unsichtbar, heut stepp' ich in den Club und die Hoes staunen, like, who is that?
Es geht J-a-n-l-uka ja Bitch, sei dir sicher, dass jeder bald diese Buchstaben kennt

[Hook: Janluka & XAVER]
P.Y.T in 'nem Off-White-Tee, scharf wie ne Guillotine und sie gibt mir Kopf (Yeh, go)
Y-3-Jeans zu mein'n CDG, ""I love NYC""-Tee, was ich rock' (Yeh, yeh)
Mein Bro hasst CCTV, zehn G in den Jeans und er rennt vor den Cops
Ich bin blind, ich hab' gar nichts gesehen vor den Cops
Will zehn Ziffern auf mei'm Konto wie Elon Musk (Ah)
[Post-Hook: XAVER]
Hoe, ich brauch' mein Saldo zehn-stellig
Zwei Baddies und beide haben ein' Scheine zählen Fetisch
Da müssen sie sich leider anstellen
Ich werd' freaky, pack' mein fetty in ein paar Seidenhandschellen, bin verliebt
Ich mach' S&M mit der M', Kamasutra mit dem Mula no Girl für mein' Pfennig (Ah, yeah)
Ich mach' ein Movie mit dem Money, weil die Bag ist eine Baddie so wie Kylie K. Jenner, sie is (Shit, wow)

[Part 2: Yung Emkay & XAVER]
Sie ist Bad, aber nie Böse auf mich
Meine Bag, finde keine Bitch schöner als dich
Wir gehen Band für Band, er ist neidisch
Weil die Bag ist meine Bitch, klatscht die wirklich auf Tisch (Shit, shit)
Huh, sie macht Tricks drauf (Tricks drauf)
Hau sie weg in ein' paar Gucci-Flip-Flops (Bitch)
Ach, du hast Cash (What), Shit, ich auch
Hatte kein Schein' aber dann ging ein Licht auf (Shea, shea, shea, wait)
Ah, ich will keine debit brauch 'ne AMEX und 'ne Kette mit den Diamanten Steine embedded (Go)
Nein, du kriegst nicht mal einen auf Kredit
Brauch das Money upfront, erste Reihe mein' fetty (Bitch)
(Erste Reihe mein' fetty)

[Pre-Hook: XAVER]
Lange Beine mein fetty, sie ist schlank, aber jetzt hat sie auf einmal ein fatty, yuh
Ich teile mit keinen ein Pfennig, stecks' ein, weil ich will mit dir allein' sein Baby
[Hook: Janluka]
P.Y.T in 'nem Off-White-Tee, scharf wie ne Guillotine und sie gibt mir Kopf (Yeh, go)
Y-3-Jeans zu mein'n CDG, ""I love NYC""-Tee, was ich rock' (Yeh, yeh)
Mein Bro hasst CCTV, zehn G in den Jeans und er rennt vor den Cops
Ich bin blind, ich hab' gar nichts gesehen vor den Cops
Will zehn Ziffern auf mei'm Konto wie Elon Musk (Yeah)"
